customer_id,age,gender,city,state,signup_date,order_id,purchase_date,purchase_number,days_since_last_purchase,session_id,device,traffic_source,search_keyword,pages_viewed,wishlist_items,cart_items,product_id,product_name,brand,category,subcategory,price,discount,quantity,product_rating,product_popularity,total_orders,total_spent,avg_order_value,favorite_brand,favorite_category,recency,frequency,monetary,campaign_name,campaign_sent,campaign_opened,campaign_clicked,coupon_used,interaction_score,next_product_name,best_campaign,customer_segment
C02168,31,Male,Chennai,Tamil Nadu,2023-10-29,O0019606,2026-01-08,15,47.0,S0019606,Desktop,Social Media,Staples,4,0,3,P00269,Amul Staple Necessitatibus,Amul,Grocery,Staples,491.84,0.0,1,3.5,34,13,18256.82,1404.37,Amul,Grocery,173,13,18256.82,No Campaign,0,0,0,0,0.425,ITC Snack Aliquid,Birthday Special,At Risk
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019607,2025-10-12,1,0.0,S0019607,Mobile,Email,Apparel,4,2,3,P00323,Puma Apparel Reprehenderit,Puma,Sports,Apparel,6423.52,0.0,1,2.6,722,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Summer Bonanza,1,1,0,0,0.822,Nike Footwear Impedit,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019608,2025-10-14,2,2.0,S0019608,Mobile,Email,Nike,6,0,2,P00314,Nike Footwear Impedit,Nike,Sports,Footwear,9625.15,0.0,1,3.3,376,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Summer Bonanza,1,1,0,0,0.472,Reebok Fitnes Doloremque,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019609,2025-12-15,3,62.0,S0019609,Desktop,Paid Ads,Sports,7,2,2,P00300,Reebok Fitnes Doloremque,Reebok,Sports,Fitness,10259.87,15.0,3,4.4,296,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Summer Bonanza,1,1,0,0,1.039,Reebok Fitnes Ex,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019610,2025-12-30,4,15.0,S0019610,Mobile,Organic Search,molestiae,5,1,1,P00292,Reebok Fitnes Ex,Reebok,Sports,Fitness,5846.58,0.0,2,2.7,232,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Loyalty Rewards,1,0,0,0,0.523,Adidas Apparel Atque,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019613,2026-01-18,7,6.0,S0019613,Desktop,Organic Search,Adidas,6,0,3,P00334,Adidas Apparel Atque,Adidas,Sports,Apparel,3981.88,0.0,1,3.9,357,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Loyalty Rewards,1,0,0,0,0.469,Nike Women Clothing Velit,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019615,2026-03-25,9,36.0,S0019615,Mobile,Organic Search,Women Clothing,4,2,2,P00080,Nike Women Clothing Velit,Nike,Fashion,Women Clothing,2987.98,15.0,1,2.8,262,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,No Campaign,0,0,0,0,0.828,Puma Outdoor Voluptatem,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019616,2026-03-27,10,2.0,S0019616,Mobile,Direct,Outdoor,7,0,3,P00308,Puma Outdoor Voluptatem,Puma,Sports,Outdoor,7658.87,10.0,1,2.7,64,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,No Campaign,0,0,0,0,0.451,Adidas Outdoor Fuga,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019617,2026-04-03,11,7.0,S0019617,Mobile,Organic Search,Adidas,8,0,1,P00304,Adidas Outdoor Fuga,Adidas,Sports,Outdoor,1150.31,0.0,3,4.9,307,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Diwali Sale,1,1,0,0,0.443,Adidas Outdoor A,Flash Sale Weekend,Champions
C02169,35,Female,Chennai,Tamil Nadu,2025-10-03,O0019618,2026-06-27,12,85.0,S0019618,Mobile,Organic Search,suscipit,9,0,2,P00302,Adidas Outdoor A,Adidas,Sports,Outdoor,319.9,10.0,1,4.1,731,9,71057.98,7895.33,Adidas,Sports,3,9,71057.98,Flash Sale Weekend,1,1,1,0,0.48,Decathlon Apparel Provident,Flash Sale Weekend,Champions
C02170,21,Female,Ahmedabad,Gujarat,2025-11-23,O0019619,2025-08-27,1,0.0,S0019619,Mobile,Paid Ads,Grocery,13,2,4,P00246,Tata Snack Quis,Tata,Grocery,Snacks,1097.39,0.0,1,2.5,658,6,30114.61,5019.1,ITC,Grocery,307,6,30114.61,Cart Abandon Reminder,1,1,0,0,1.153,ITC Staple Labore,Cart Abandon Reminder,At Risk
C02170,21,Female,Ahmedabad,Gujarat,2025-11-23,O0019620,2025-08-27,2,0.0,S0019620,Tablet,Email,ITC,3,1,3,P00270,ITC Staple Labore,ITC,Grocery,Staples,1085.1,10.0,1,3.3,438,6,30114.61,5019.1,ITC,Grocery,307,6,30114.61,No Campaign,0,0,0,0,0.689,Zara Footwear Exercitationem,Cart Abandon Reminder,At Risk
C02170,21,Female,Ahmedabad,Gujarat,2025-11-23,O0019621,2025-08-27,3,0.0,S0019621,Mobile,Organic Search,Fashion,5,1,2,P00090,Zara Footwear Exercitationem,Zara,Fashion,Footwear,3584.84,30.0,1,3.6,24,6,30114.61,5019.1,ITC,Grocery,307,6,30114.61,Cart Abandon Reminder,1,1,1,1,0.613,ITC Personal Care Accusantium,Cart Abandon Reminder,At Risk
C02170,21,Female,Ahmedabad,Gujarat,2025-11-23,O0019622,2025-08-27,4,0.0,S0019622,Mobile,Organic Search,Personal Care,6,1,2,P00290,ITC Personal Care Accusantium,ITC,Grocery,Personal Care,637.8,15.0,1,4.3,12,6,30114.61,5019.1,ITC,Grocery,307,6,30114.61,No Campaign,0,0,0,0,0.627,Mi Headphone Ratione,Cart Abandon Reminder,At Risk
C02170,21,Female,Ahmedabad,Gujarat,2025-11-23,O0019625,2025-08-27,7,0.0,S0019625,Mobile,Paid Ads,Electronics,8,2,3,P00022,Mi Headphone Ratione,Mi,Electronics,Headphones,19954.7,20.0,1,4.3,454,6,30114.61,5019.1,ITC,Grocery,307,6,30114.61,New Arrivals Alert,1,0,0,0,1.059,Nike Outdoor Placeat,Cart Abandon Reminder,At Risk
C02170,21,Female,Ahmedabad,Gujarat,2025-11-23,O0019626,2025-08-27,8,0.0,S0019626,Tablet,Paid Ads,Sports,10,2,1,P00311,Nike Outdoor Placeat,Nike,Sports,Outdoor,9025.35,0.0,1,4.1,794,6,30114.61,5019.1,ITC,Grocery,307,6,30114.61,No Campaign,0,0,0,0,1.098,Amul Beverage Libero,Cart Abandon Reminder,At Risk
C02171,20,Male,Nagpur,Maharashtra,2024-07-25,O0019627,2024-07-28,1,0.0,S0019627,Mobile,Organic Search,fugiat,5,1,1,P00271,ITC Staple Corrupti,ITC,Grocery,Staples,1155.31,40.0,1,3.4,155,5,46844.94,9368.99,Urban Ladder,Home,406,5,46844.94,Diwali Sale,1,0,0,0,0.614,Urban Ladder Furniture Quidem,Republic Day Sale,Need Attention
C02171,20,Male,Nagpur,Maharashtra,2024-07-25,O0019629,2025-01-26,3,42.0,S0019629,Mobile,Organic Search,Home,8,2,1,P00122,Urban Ladder Furniture Quidem,Urban Ladder,Home,Furniture,16381.31,15.0,1,3.1,41,5,46844.94,9368.99,Urban Ladder,Home,406,5,46844.94,Republic Day Sale,1,1,1,1,0.96,Urban Ladder Furniture Ratione,Republic Day Sale,Need Attention
C02171,20,Male,Nagpur,Maharashtra,2024-07-25,O0019630,2025-02-02,4,7.0,S0019630,Tablet,Social Media,Furniture,9,1,5,P00121,Urban Ladder Furniture Ratione,Urban Ladder,Home,Furniture,10672.49,15.0,1,2.9,945,5,46844.94,9368.99,Urban Ladder,Home,406,5,46844.94,No Campaign,0,0,0,0,0.819,Maybelline Fragrance Quas,Republic Day Sale,Need Attention
C02171,20,Male,Nagpur,Maharashtra,2024-07-25,O0019631,2025-05-10,5,97.0,S0019631,Desktop,Social Media,Maybelline,4,1,4,P00217,Maybelline Fragrance Quas,Maybelline,Beauty,Fragrance,570.24,5.0,1,3.1,182,5,46844.94,9368.99,Urban Ladder,Home,406,5,46844.94,Diwali Sale,1,1,0,0,0.728,IKEA Lighting Sequi,Republic Day Sale,Need Attention
C02171,20,Male,Nagpur,Maharashtra,2024-07-25,O0019632,2025-05-20,6,10.0,S0019632,Mobile,Direct,IKEA,8,0,3,P00173,IKEA Lighting Sequi,IKEA,Home,Lighting,23804.52,5.0,1,3.0,188,5,46844.94,9368.99,Urban Ladder,Home,406,5,46844.94,No Campaign,0,0,0,0,0.47,Pepperfry Kitchenware At,Republic Day Sale,Need Attention
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019633,2025-11-28,1,0.0,S0019633,Mobile,Organic Search,Sports,8,1,5,P00310,Puma Outdoor Ut,Puma,Sports,Outdoor,14421.22,5.0,1,4.9,1052,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,No Campaign,0,0,0,0,0.988,Nykaa Fragrance Expedita,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019634,2025-12-01,2,3.0,S0019634,Tablet,Paid Ads,labore,6,0,3,P00220,Nykaa Fragrance Expedita,Nykaa,Beauty,Fragrance,1001.37,5.0,1,4.7,368,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,No Campaign,0,0,0,0,0.583,H&M Watche Quos,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019635,2025-12-21,3,20.0,S0019635,Desktop,Paid Ads,accusantium,6,2,4,P00097,H&M Watche Quos,H&M,Fashion,Watches,3489.95,0.0,1,3.2,206,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,No Campaign,0,0,0,0,1.071,Patanjali Personal Care Totam,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019636,2026-02-06,4,47.0,S0019636,Desktop,Email,Personal Care,6,0,3,P00288,Patanjali Personal Care Totam,Patanjali,Grocery,Personal Care,835.01,20.0,1,4.6,325,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,Summer Bonanza,1,0,0,0,0.436,Nike Outdoor Placeat,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019637,2026-02-06,5,0.0,S0019637,Mobile,Direct,Outdoor,4,3,3,P00311,Nike Outdoor Placeat,Nike,Sports,Outdoor,9025.35,0.0,1,4.1,794,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,Birthday Special,1,1,0,0,1.261,Decathlon Outdoor Eaque,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019638,2026-02-17,6,11.0,S0019638,Mobile,Organic Search,Sports,8,2,4,P00313,Decathlon Outdoor Eaque,Decathlon,Sports,Outdoor,2691.69,30.0,1,4.4,138,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,Cart Abandon Reminder,1,1,0,0,1.18,Puma Outdoor Ut,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019639,2026-03-17,7,28.0,S0019639,Mobile,Social Media,Puma,4,1,2,P00310,Puma Outdoor Ut,Puma,Sports,Outdoor,14421.22,0.0,1,4.9,1052,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,No Campaign,0,0,0,0,0.723,Reebok Fitnes Ex,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019640,2026-03-26,8,9.0,S0019640,Mobile,Social Media,Reebok,9,2,2,P00292,Reebok Fitnes Ex,Reebok,Sports,Fitness,5846.58,5.0,1,2.7,232,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,No Campaign,0,0,0,0,1.024,Adidas Fitnes Doloremque,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019641,2026-04-21,9,26.0,S0019641,Mobile,Organic Search,Fitness,6,5,1,P00293,Adidas Fitnes Doloremque,Adidas,Sports,Fitness,2754.21,5.0,1,4.2,676,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,No Campaign,0,0,0,0,1.719,Reebok Fitnes Ex,Cart Abandon Reminder,Champions
C02172,25,Male,Pune,Maharashtra,2025-11-22,O0019645,2026-06-07,13,7.0,S0019645,Desktop,Direct,Reebok,9,0,1,P00292,Reebok Fitnes Ex,Reebok,Sports,Fitness,5846.58,15.0,1,2.7,232,10,57280.52,5728.05,Puma,Sports,23,10,57280.52,Cart Abandon Reminder,1,1,1,1,0.401,Reebok Fitnes Doloremque,Cart Abandon Reminder,Champions
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019646,2024-07-13,1,0.0,S0019646,Desktop,Social Media,Decor,9,2,2,P00159,Pepperfry Decor Impedit,Pepperfry,Home,Decor,24671.1,0.0,1,4.7,121,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,Flash Sale Weekend,1,0,0,0,1.059,Wakefit Decor Cum,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019647,2024-09-13,2,62.0,S0019647,Mobile,Direct,illo,4,2,4,P00152,Wakefit Decor Cum,Wakefit,Home,Decor,5582.29,0.0,1,4.3,479,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,No Campaign,0,0,0,1,1.051,Nike Fitnes Natus,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019648,2025-01-23,3,132.0,S0019648,Mobile,Organic Search,consequuntur,8,0,4,P00298,Nike Fitnes Natus,Nike,Sports,Fitness,1939.23,40.0,2,3.2,360,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,No Campaign,0,0,0,0,0.527,Urban Ladder Decor Nostrum,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019649,2025-01-25,4,2.0,S0019649,Desktop,Direct,Urban Ladder,5,0,2,P00160,Urban Ladder Decor Nostrum,Urban Ladder,Home,Decor,16804.86,0.0,1,3.0,223,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,No Campaign,0,0,0,0,0.461,Urban Ladder Decor Culpa,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019650,2025-04-13,5,78.0,S0019650,Mobile,Paid Ads,Decor,4,2,2,P00158,Urban Ladder Decor Culpa,Urban Ladder,Home,Decor,23440.5,5.0,1,3.3,141,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,New Year Offer,1,0,0,0,0.797,Nestle Snack Velit,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019651,2025-04-19,6,6.0,S0019651,Desktop,Referral,harum,7,1,6,P00243,Nestle Snack Velit,Nestle,Grocery,Snacks,88.17,30.0,1,4.8,409,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,Republic Day Sale,1,0,0,0,0.921,Urban Ladder Kitchenware Quia,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019652,2025-04-30,7,11.0,S0019652,Desktop,Direct,Kitchenware,8,0,1,P00147,Urban Ladder Kitchenware Quia,Urban Ladder,Home,Kitchenware,13349.51,10.0,1,2.9,410,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,Summer Bonanza,1,0,0,0,0.381,Pepperfry Decor Quod,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019653,2025-05-28,8,28.0,S0019653,Desktop,Direct,perferendis,7,2,1,P00149,Pepperfry Decor Quod,Pepperfry,Home,Decor,24379.91,0.0,1,2.6,59,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,Monsoon Mega Sale,1,1,1,0,0.78,Lakme Haircare Eligendi,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019654,2025-07-15,9,48.0,S0019654,Mobile,Social Media,molestiae,4,0,2,P00210,Lakme Haircare Eligendi,Lakme,Beauty,Haircare,606.2,0.0,1,4.3,960,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,No Campaign,0,0,0,0,0.452,Bloomsbury Academic Fuga,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019655,2025-08-03,10,19.0,S0019655,Mobile,Organic Search,voluptatem,8,1,2,P00375,Bloomsbury Academic Fuga,Bloomsbury,Books,Academic,507.26,20.0,1,4.2,337,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,No Campaign,0,0,0,0,0.745,Pepperfry Furniture Expedita,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019656,2025-10-12,11,70.0,S0019656,Mobile,Referral,Home,9,2,2,P00120,Pepperfry Furniture Expedita,Pepperfry,Home,Furniture,839.7,10.0,2,3.0,598,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,Monsoon Mega Sale,1,1,1,0,0.984,Urban Ladder Furniture Ratione,Monsoon Mega Sale,At Risk
C02173,35,Female,Lucknow,Uttar Pradesh,2023-08-13,O0019658,2025-11-25,13,12.0,S0019658,Mobile,Direct,Urban Ladder,7,1,3,P00121,Urban Ladder Furniture Ratione,Urban Ladder,Home,Furniture,10672.49,5.0,1,2.9,945,12,120772.32,10064.36,Urban Ladder,Home,217,12,120772.32,Flash Sale Weekend,1,1,0,0,0.631,Urban Ladder Furniture Ratione,Monsoon Mega Sale,At Risk
C02174,25,Female,Delhi,Delhi,2025-08-04,O0019659,2025-09-22,1,0.0,S0019659,Mobile,Organic Search,Snacks,6,0,2,P00243,Nestle Snack Velit,Nestle,Grocery,Snacks,88.17,15.0,1,4.8,409,2,826.45,413.23,Nestle,Grocery,160,2,826.45,No Campaign,0,0,0,0,0.568,Patanjali Personal Care Totam,Loyalty Rewards,Hibernating
C02174,25,Female,Delhi,Delhi,2025-08-04,O0019661,2026-01-21,3,18.0,S0019661,Mobile,Social Media,Grocery,6,0,7,P00288,Patanjali Personal Care Totam,Patanjali,Grocery,Personal Care,835.01,10.0,1,4.6,325,2,826.45,413.23,Nestle,Grocery,160,2,826.45,No Campaign,0,0,0,0,0.635,ITC Personal Care Consequuntur,Loyalty Rewards,Hibernating
C02175,28,Female,Jaipur,Rajasthan,2025-02-01,O0019662,2025-04-23,1,0.0,S0019662,Mobile,Social Media,Books,7,0,5,P00405,Bloomsbury Self-Help Eos,Bloomsbury,Books,Self-Help,781.89,5.0,2,3.7,285,6,66842.72,11140.45,Bloomsbury,Fashion,88,6,66842.72,Republic Day Sale,1,0,0,0,0.635,Zara Men Clothing Earum,Diwali Sale,At Risk
C02175,28,Female,Jaipur,Rajasthan,2025-02-01,O0019663,2025-05-12,2,19.0,S0019663,Mobile,Organic Search,Fashion,5,0,2,P00061,Zara Men Clothing Earum,Zara,Fashion,Men Clothing,3755.2,10.0,2,4.2,146,6,66842.72,11140.45,Bloomsbury,Fashion,88,6,66842.72,New Year Offer,1,0,0,0,0.365,Levis Footwear Modi,Diwali Sale,At Risk
C02175,28,Female,Jaipur,Rajasthan,2025-02-01,O0019664,2025-06-06,3,25.0,S0019664,Desktop,Referral,odio,7,3,7,P00093,Levis Footwear Modi,Levis,Fashion,Footwear,2877.64,10.0,1,3.5,492,6,66842.72,11140.45,Bloomsbury,Fashion,88,6,66842.72,No Campaign,0,0,0,0,1.469,Apple Laptop Aliquam,Diwali Sale,At Risk
C02175,28,Female,Jaipur,Rajasthan,2025-02-01,O0019665,2025-07-23,4,47.0,S0019665,Mobile,Paid Ads,illo,4,1,4,P00015,Apple Laptop Aliquam,Apple,Electronics,Laptops,65586.77,20.0,1,3.3,572,6,66842.72,11140.45,Bloomsbury,Fashion,88,6,66842.72,Monsoon Mega Sale,1,1,0,0,0.604,Allen Solly Footwear Dolores,Diwali Sale,At Risk
C02175,28,Female,Jaipur,Rajasthan,2025-02-01,O0019667,2025-11-13,6,78.0,S0019667,Tablet,Email,Allen Solly,4,3,3,P00088,Allen Solly Footwear Dolores,Allen Solly,Fashion,Footwear,1335.11,0.0,1,2.9,176,6,66842.72,11140.45,Bloomsbury,Fashion,88,6,66842.72,Diwali Sale,1,1,1,1,1.041,Adidas Fitnes Doloremque,Diwali Sale,At Risk
C02175,28,Female,Jaipur,Rajasthan,2025-02-01,O0019668,2026-04-03,7,141.0,S0019668,Mobile,Direct,Adidas,6,1,2,P00293,Adidas Fitnes Doloremque,Adidas,Sports,Fitness,2754.21,20.0,1,4.2,676,6,66842.72,11140.45,Bloomsbury,Fashion,88,6,66842.72,No Campaign,0,0,0,0,0.686,Puma Bag Fuga,Diwali Sale,At Risk
C02176,30,Female,Chennai,Tamil Nadu,2026-05-20,O0019669,2026-05-21,1,0.0,S0019669,Desktop,Direct,Penguin,3,0,2,P00370,Penguin Non-Fiction Consequuntur,Penguin,Books,Non-Fiction,849.31,0.0,1,2.9,222,4,31116.64,7779.16,Wakefit,Home,22,4,31116.64,Summer Bonanza,1,0,0,0,0.396,Nykaa Fragrance Nulla,Summer Bonanza,New / Potential
C02176,30,Female,Chennai,Tamil Nadu,2026-05-20,O0019671,2026-05-26,3,1.0,S0019671,Mobile,Email,Nykaa,5,0,1,P00216,Nykaa Fragrance Nulla,Nykaa,Beauty,Fragrance,1570.03,0.0,1,4.5,245,4,31116.64,7779.16,Wakefit,Home,22,4,31116.64,No Campaign,0,0,0,0,0.356,Wakefit Bedding A,Summer Bonanza,New / Potential
C02176,30,Female,Chennai,Tamil Nadu,2026-05-20,O0019672,2026-06-02,4,7.0,S0019672,Tablet,Organic Search,Wakefit,8,2,5,P00163,Wakefit Bedding A,Wakefit,Home,Bedding,10089.06,0.0,2,2.6,755,4,31116.64,7779.16,Wakefit,Home,22,4,31116.64,No Campaign,0,0,0,0,1.01,Wakefit Kitchenware Dolore,Summer Bonanza,New / Potential
C02176,30,Female,Chennai,Tamil Nadu,2026-05-20,O0019673,2026-06-08,5,6.0,S0019673,Mobile,Social Media,Home,5,2,3,P00138,Wakefit Kitchenware Dolore,Wakefit,Home,Kitchenware,9465.75,10.0,1,4.7,299,4,31116.64,7779.16,Wakefit,Home,22,4,31116.64,No Campaign,0,0,0,0,1.064,Pepperfry Kitchenware At,Summer Bonanza,New / Potential
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019674,2024-05-19,1,0.0,S0019674,Mobile,Email,Grocery,7,0,4,P00288,Patanjali Personal Care Totam,Patanjali,Grocery,Personal Care,835.01,15.0,1,4.6,325,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,0,0.529,ITC Personal Care Accusantium,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019675,2024-07-23,2,65.0,S0019675,Desktop,Email,Grocery,9,0,2,P00290,ITC Personal Care Accusantium,ITC,Grocery,Personal Care,637.8,0.0,1,4.3,12,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,0,0.59,ITC Beverage Eaque,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019677,2024-12-06,4,63.0,S0019677,Desktop,Paid Ads,aliquam,5,0,4,P00254,ITC Beverage Eaque,ITC,Grocery,Beverages,466.13,0.0,1,2.9,64,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,0,0.562,Amul Staple Consequuntur,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019678,2025-06-09,5,185.0,S0019678,Desktop,Email,Amul,7,1,4,P00267,Amul Staple Consequuntur,Amul,Grocery,Staples,792.7,30.0,1,2.7,105,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,New Year Offer,1,1,0,0,0.781,ITC Staple Labore,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019679,2025-06-19,6,10.0,S0019679,Mobile,Direct,Grocery,5,2,1,P00270,ITC Staple Labore,ITC,Grocery,Staples,1085.1,0.0,2,3.3,438,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,1,0.828,Tata Beverage Repellat,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019680,2025-09-21,7,94.0,S0019680,Desktop,Organic Search,Grocery,8,2,2,P00249,Tata Beverage Repellat,Tata,Grocery,Beverages,1076.15,30.0,1,3.1,316,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,0,0.91,Tata Dairy Nisi,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019681,2025-09-24,8,3.0,S0019681,Desktop,Referral,Dairy,8,2,1,P00278,Tata Dairy Nisi,Tata,Grocery,Dairy,1045.41,10.0,1,4.6,289,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,Republic Day Sale,1,1,0,0,1.032,ITC Beverage Non,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019682,2025-11-14,9,51.0,S0019682,Mobile,Referral,Grocery,7,1,2,P00258,ITC Beverage Non,ITC,Grocery,Beverages,503.76,5.0,2,4.8,250,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,Loyalty Rewards,1,1,1,0,0.767,ITC Snack Error,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019683,2026-03-23,10,129.0,S0019683,Mobile,Social Media,ITC,5,0,4,P00245,ITC Snack Error,ITC,Grocery,Snacks,1173.32,15.0,2,2.6,269,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,Birthday Special,1,0,0,0,0.368,Patanjali Snack Iure,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019684,2026-04-23,11,31.0,S0019684,Mobile,Direct,Grocery,11,3,2,P00238,Patanjali Snack Iure,Patanjali,Grocery,Snacks,891.22,0.0,1,4.5,155,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,0,1.272,Amul Dairy Hic,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019685,2026-05-17,12,24.0,S0019685,Desktop,Organic Search,reprehenderit,10,3,2,P00280,Amul Dairy Hic,Amul,Grocery,Dairy,1115.34,5.0,2,4.2,256,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,No Campaign,0,0,0,0,1.27,Tata Dairy Nisi,Loyalty Rewards,Loyal Customers
C02177,34,Female,Kolkata,West Bengal,2023-10-17,O0019686,2026-05-26,13,9.0,S0019686,Mobile,Organic Search,Tata,7,2,7,P00278,Tata Dairy Nisi,Tata,Grocery,Dairy,1045.41,15.0,1,4.6,289,12,13083.7,1090.31,ITC,Grocery,35,12,13083.7,Republic Day Sale,1,1,1,1,1.219,Amul Personal Care Consectetur,Loyalty Rewards,Loyal Customers
C02178,22,Female,Chennai,Tamil Nadu,2025-11-30,O0019687,2025-12-25,1,0.0,S0019687,Mobile,Email,Sports,10,1,1,P00305,Puma Outdoor Odit,Puma,Sports,Outdoor,3613.1,0.0,1,2.9,194,7,48170.38,6881.48,Puma,Sports,18,7,48170.38,No Campaign,0,0,0,0,0.792,Puma Accessorie Expedita,Republic Day Sale,Champions
